TIME	M_POS	M_VEL	M_VOLT	S_POS	S_VEL	S_VOLT	VOLT_REF
15.8445	51.1509	-10.4029	-2.13619	47.4265	-11.5451	-1.48142	-0.746505
15.845	51.1458	-10.3958	-0.359381	47.4208	-11.5206	-2.07307	-0.746505
15.8455	51.1355	-10.3701	-1.82631	47.4094	-11.5005	-0.253389	-0.746505
15.846	51.1303	-10.3585	-1.17546	47.4036	-11.5104	-0.724966	-0.746505
15.8465	51.1251	-10.3858	-0.220034	47.3979	-11.5096	-1.70846	-0.746505
15.847	51.1147	-10.3815	-1.7802	47.3864	-11.5058	-0.654235	-0.746505
15.8475	51.1096	-10.3683	-0.526013	47.3807	-11.4964	-0.253057	-0.746505
15.848	51.0994	-10.3034	-1.77825	47.3691	-11.5132	-1.84049	-0.746505
15.8485	51.0943	-10.3015	-1.2513	47.3636	-11.4469	-1.65355	-0.746505
15.849	51.0891	-10.2999	-0.11991	47.3579	-11.4182	-0.257675	-0.746505
15.8495	51.0836	-10.4007	-1.27971	47.3519	-11.5144	-0.325636	-0.746505
15.85	51.0733	-10.3938	-0.285054	47.3403	-11.5358	-1.91742	-0.746505
15.8505	51.0684	-10.3044	-0.781801	47.3348	-11.4663	-1.38774	-0.746505
15.851	51.063	-10.3767	-2.03928	47.3289	-11.5276	-0.254801	-0.746505
15.8515	51.0579	-10.3642	-0.872138	47.3232	-11.5057	-0.468431	-0.746505
15.852	51.0473	-10.4146	-1.32941	47.3116	-11.532	-1.925	-0.746505
15.8525	51.0423	-10.3501	-1.65388	47.3057	-11.5559	-1.38161	-0.746505
15.853	51.037	-10.3972	-0.497793	47.3	-11.5299	-0.174601	-0.746505
15.8535	51.0266	-10.3868	-1.80591	47.2886	-11.4911	-1.75485	-0.746505
15.854	51.0216	-10.3356	-1.0841	47.2828	-11.5117	-1.86434	-0.746505
15.8545	51.0163	-10.3662	-0.160093	47.277	-11.5293	-1.09308	-0.746505
15.855	51.0057	-10.4401	-2.0994	47.2651	-11.6382	-0.506426	-0.746505
15.8555	51.0009	-10.3347	-0.0655041	47.2598	-11.4795	-1.94606	-0.746505
15.856	50.9956	-10.3654	-0.792418	47.254	-11.4925	-1.72052	-0.746505
15.8565	50.9904	-10.3545	-1.96484	47.2482	-11.5128	-0.813356	-0.746505
15.857	50.9802	-10.3413	-0.287428	47.2366	-11.556	-0.841049	-0.746505
15.8575	50.9749	-10.3618	-1.58877	47.231	-11.5021	-2.08667	-0.746505
15.858	50.9696	-10.4072	-1.65981	47.2252	-11.5211	-1.57409	-0.746505
15.8585	50.9589	-10.4953	-0.53294	47.2132	-11.6454	-0.154708	-0.746505
15.859	50.9544	-10.2797	-1.82423	47.208	-11.4577	-1.19784	-0.746505
15.8595	50.9489	-10.3835	-1.18943	47.2022	-11.5018	-2.18967	-0.746505
15.86	50.9442	-10.2492	-0.378169	47.1967	-11.4186	-1.05754	-0.746505
15.8605	50.9335	-10.3569	-1.7352	47.1848	-11.5332	-0.383111	-0.746505
15.861	50.9282	-10.3844	-0.137446	47.179	-11.5663	-1.20247	-0.746505
15.8615	50.9231	-10.3522	-0.883552	47.1733	-11.5295	-2.24226	-0.746505
15.862	50.9127	-10.3579	-0.616731	47.1618	-11.5173	-0.325918	-0.746505
15.8625	50.9076	-10.3388	-0.40156	47.1561	-11.4969	-0.564505	-0.746505
15.863	50.9025	-10.3225	-1.69997	47.1502	-11.5445	-1.39128	-0.746505
15.8635	50.8916	-10.4836	-0.475679	47.1383	-11.648	-1.27606	-0.746505
15.864	50.887	-10.3069	-1.09089	47.1331	-11.4692	-0.255247	-0.746505
15.8645	50.882	-10.2673	-1.80066	47.1275	-11.4094	-0.927379	-0.746505
15.865	50.8766	-10.3357	-0.735849	47.1215	-11.5069	-1.63757	-0.746505
15.8655	50.8663	-10.3249	-1.63832	47.1099	-11.5357	-0.601317	-0.746505
15.866	50.8609	-10.4035	-1.83272	47.1043	-11.5034	-0.273588	-0.746505
15.8665	50.8558	-10.3592	0.00525628	47.0985	-11.5036	-0.977072	-0.746505
15.867	50.8455	-10.3434	-1.99499	47.0869	-11.5358	-2.05098	-0.746505
15.8675	50.8398	-10.5029	-0.874758	47.0807	-11.6707	-0.736075	-0.746505
15.868	50.8353	-10.2955	-0.518753	47.0757	-11.4143	-0.44469	-0.746505
15.8685	50.8246	-10.4068	-1.39254	47.0637	-11.57	-1.82963	-0.746505
15.869	50.8195	-10.3527	-0.22831	47.0582	-11.4955	-1.77591	-0.746505
15.8695	50.8143	-10.3808	-1.08311	47.0523	-11.534	-0.183129	-0.746505
15.87	50.8092	-10.3398	-1.79677	47.0467	-11.5019	-0.46223	-0.746505
15.8705	50.7987	-10.3889	-0.360198	47.0352	-11.504	-1.93276	-0.746505
15.871	50.7937	-10.3281	-1.75098	47.0296	-11.4484	-1.33426	-0.746505
15.8715	50.7885	-10.3412	-1.41364	47.0235	-11.5495	-0.0620851	-0.746505
15.872	50.7783	-10.3051	-1.26416	47.0125	-11.4277	-1.79887	-0.746505
15.8725	50.7728	-10.4051	-2.13373	47.0064	-11.5225	-1.89665	-0.746505
15.873	50.7678	-10.342	-0.216539	47.0007	-11.5199	-1.17367	-0.746505
15.8735	50.7568	-10.5231	-1.57654	46.9887	-11.6419	-0.580589	-0.746505
15.874	50.7522	-10.3499	-1.17834	46.9834	-11.4919	-1.81974	-0.746505
15.8745	50.747	-10.3412	-0.217505	46.9777	-11.4938	-1.78067	-0.746505
15.875	50.7417	-10.3803	-1.23926	46.9719	-11.4954	-0.870446	-0.746505
15.8755	50.7314	-10.3694	-0.548999	46.9603	-11.5378	-0.967691	-0.746505
15.876	50.7261	-10.4044	-0.469179	46.9545	-11.533	-1.91635	-0.746505
15.8765	50.7209	-10.3971	-1.66585	46.9488	-11.5289	-1.67337	-0.746505
15.877	50.7102	-10.4824	-0.00870797	46.9369	-11.6432	-0.0286485	-0.746505
15.8775	50.7053	-10.3802	-1.1798	46.9316	-11.493	-1.19877	-0.746505
15.878	50.6999	-10.46	-2.00339	46.9255	-11.597	-1.91948	-0.746505
15.8785	50.6902	-10.254	-0.721133	46.9146	-11.4199	-0.336532	-0.746505
15.879	50.6845	-10.3987	-1.89916	46.9085	-11.5159	-0.327886	-0.746505
